"Teapplix SKU",,Asin,UPC,Location,Xref3,"Unit Cost","Total Cost","Qty on Hand","Qty to Ship","Qty Available","Qty Reserve","Item Title"
AAA-M1-FA-1X-ZTE-000019WHT000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> ZTE BLADE PLUS V580 FUSED WHITE",20.18,100.9,5,0,5,,
AAA-M1-FA-1X-ZTE-000020WHT000,1,,,200,"ZTE BLADE V2 A476 FUSED WHITE",23.72,237.2,10,0,10,,"ZTE Blade V2 A476 Digitizer + LCD Fused - White"
AAA-M1-FA-1X-ZTE-000020WHT000-KZ,1,,,200,"ZTE BLADE V2 A476 FUSED WHITE",23.72,237.2,10,0,10,,
AAA-M1-FA-1X-ZTE-000020WHT000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> ZTE BLADE V2 A476 FUSED WHITE",23.72,237.2,10,0,10,,
AAA-M1-FA-1X-ZTE-000021WHT000,1,,,200,"ZTE IMPERIAL II N9516 Z4 FUSED WHITE",13.25,79.5,6,0,6,,"ZTE Imperial II N9516 4G LTE Digitizer + LCD Fused - White"
AAA-M1-FA-1X-ZTE-000021WHT000-KZ,1,,,200,"ZTE IMPERIAL II N9516 Z4 FUSED WHITE",13.25,79.5,6,0,6,,
AAA-M1-FA-1X-ZTE-000021WHT000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> ZTE IMPERIAL II N9516 Z4 FUSED WHITE",13.25,79.5,6,0,6,,
AAA-M1-FA-1X-ZTE-000022BLK000,1,,,200,"ZTE ZMAX PRO Z981",26.63,505.97,19,0,19,,"ZTE Zmax Pro Z981 Digitizer + LCD Fused - Black"
AAA-M1-FA-1X-ZTE-000022BLK000-KZ,1,,,200,"ZTE ZMAX PRO Z981",26.63,505.97,19,0,19,,
AAA-M1-FA-1X-ZTE-000022BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> ZTE ZMAX PRO Z981",26.63,505.97,19,0,19,,"ZTE Zmax Pro Z981 Digitizer + LCD Fused - Black + Main tool kit"
AAA-M1-FA-2X-ACE-000000BLK000,1,,,800,"ACER ICONA TAB 7.9"" A1-810 BLACK",21.04,0,0,0,0,,"Acer Iconia Tab 7.9"" A1-810/811 B080XAT01.1 ZVLS735 Digitizer + LCD Fused - Black"
AAA-M1-FA-2X-ACE-000000BLK000-KZ,1,,,800,"ACER ICONA TAB 7.9"" A1-810 BLACK",21.04,0,0,0,0,,"Touch Screen Digitizer Glass+LCD Assembly Black Acer Iconia Tab A1-810 ZVLS735"
AAA-M1-FA-2X-ACE-000000BLK000-OHT,1,,,800,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> ACER ICONA TAB 7.9"" A1-810 BLACK",21.04,0,0,0,0,,"Acer Iconia Tab 7.9"" A1-810/811 B080XAT01.1 ZVLS735 Digitizer + LCD Fused - Black + Main tool kit + Large Pry Tool"
AAA-M1-FA-2X-DEL-000000BLK000,1,,,800,"DELL VENUE 7 3730 T01C BLACK",18.8,470,25,0,25,,"Dell Venue 7 3730 T01C Digitizer + LCD Fused - Black"
AAA-M1-FA-2X-DEL-000000BLK000-KZ,1,,,800,"DELL VENUE 7 3730 T01C BLACK",18.8,470,25,0,25,,
AAA-M1-FA-2X-DEL-000000BLK000-OHT,1,,,800,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> DELL VENUE 7 3730 T01C BLACK",18.8,470,25,0,25,,"Dell Venue 7 3730 T01C Touch Screen Digitizer+LCD Display Assembly Black+Tools[Opening Tools]"
AAA-M1-FA-2X-GOO-000000BLK000,1,,,800,"GOOGLE NEXUS 7 FHD ASUS 2ND GEN 2013 ME571K K009 BLACK",18.6,0,0,0,0,,"Google Nexus 7 FHD Asus 2nd Gen 2013 ME571K ME571KL K008 K009 Digitizer + LCD Fused - Black"
AAA-M1-FA-2X-GOO-000000BLK000-KZ,1,,,800,"GOOGLE NEXUS 7 FHD ASUS 2ND GEN 2013 ME571K K009 BLACK",18.6,0,0,0,0,,
AAA-M1-FA-2X-GOO-000000BLK000-OHT,1,,,800,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> GOOGLE NEXUS 7 FHD ASUS 2ND GEN 2013 ME571K K009 BLACK",18.6,0,0,0,0,,"Google Nexus 7 FHD Asus 2nd Gen 2013 ME571K ME571KL K008 Touch Digitizer+LCD BLK[Opening Tools]"
AAA-M1-FA-2X-LXG-000000BLK000,1,,,800,"LG G PAD 7.0  V410 BLACK",26.77,0,0,0,0,,"LG G Pad 7.0 v410 Digitizer + LCD Fused - Black"
AAA-M1-FA-2X-LXG-000000BLK000-KZ,1,,,800,"LG G PAD 7.0 BLACK",26.77,0,0,0,0,,"Touch Screen Glass Digitizer+LCD Display Fused Assembly Black LG G Pad 7.0 V400"
AAA-M1-FA-2X-LXG-000000BLK000-OHT,1,,,800,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> LG G PAD 7.0 BLACK",26.77,0,0,0,0,,"LG G Pad 7.0 v410 Digitizer + LCD Fused - Black + Main tool kit + Large Pry Tool"
AAA-M1-FA-2X-LXG-000001BLK000,1,,,800,"LG G PAD X 8.3 VK815 BLACK",34.43,2237.95,65,0,64,1,"LG G Pad X 8.3 LTE VK815 VK-815 Digitizer + LCD Fused - Black"
AAA-M1-FA-2X-LXG-000001BLK000-KZ,1,,,800,"LG G PAD X 8.3 VK815 BLACK",34.43,2203.52,64,0,64,,
AAA-M1-FA-2X-LXG-000001BLK000-OHT,1,,,800,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> LG G PAD X 8.3 VK815 BLACK",34.43,2203.52,64,0,64,,"LG G Pad X 8.3 LTE VK815 VK-815 Touch Screen Digitizer+LCD Assembly Black+Tools[Opening Tools]"
AAA-M1-FA-2X-SAM-000001WHT000,1,,,800,"SAM TAB 4 7"" T230 WHITE",24.12,0,0,0,0,,"Samsung Galaxy Tab 4 7.0 SM-T230NU Digitizer + LCD Fused - White"
AAA-M1-FA-2X-SAM-000001WHT000-KZ,1,,,800,"SAM TAB 4 7"" T230 WHITE",24.12,0,0,0,0,,
AAA-M1-FA-2X-SAM-000001WHT000-OHT,1,,,800,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> SAM TAB 4 7"" T230 WHITE",24.12,0,0,0,0,,"Samsung Galaxy Tab 4 7.0 SM-T230NU Digitizer + LCD Fused - White + Main tool kit + Large Pry Tool"
AAA-M1-FA-2X-SAM-000002BLK000,1,,,,,40.18,0,0,0,0,,"Samsung Galaxy Tab A 7 Inch 2016 SM-T280 T285 Digitzer + LCD Fused - Black"
AAA-M1-FA-2X-SAM-000002BLK000-OHT,1,,,,,40.18,0,0,0,0,,
AAA-M1-FA-2X-SAM-000002WHT000,1,,,,,43.23,43.23,1,0,1,,"Samsung Galaxy Tab A 7 Inch 2016 SM-T280 T285 Digitzer + LCD Fused - White"
AAA-M1-FA-2X-SAM-000002WHT000-OHT,1,,,,,43.23,43.23,1,0,1,,
AAA-M1-FF-1X-ASU-000003BLK000,1,,,200,"ASUS ZENPHONE 2E BLACK",21.8,0,0,1,-1,,"Asus ZenFone 2E Z00D ZE500CL Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-ASU-000003BLK000-KZ,1,,,200,"ASUS ZENPHONE 2E BLACK",21.8,-21.8,-1,0,-1,,"Touch Screen Digitizer Glass Panel+LCD Display+Frame Black Asus ZenFone 2E Z00D"
AAA-M1-FF-1X-ASU-000003BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  ASUS ZENPHONE 2E BLACK",21.8,-21.8,-1,0,-1,,"Asus ZenFone 2E Z00D Digitizer + LCD + Frame Fused - Black + Main tool kit"
AAA-M1-FF-1X-GOO-000000BLK000,1,,,200,"LG NEXUS 5 D821 BLACK",22.4,67.2,3,0,3,,"Google Nexus 5 LG D820 D821 Digitizer + LCD+ Frame Fused - Black"
AAA-M1-FF-1X-GOO-000000BLK000-KZ,1,,,200,"LG NEXUS 5 D821 BLACK",22.4,67.2,3,0,3,,
AAA-M1-FF-1X-GOO-000000BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  LG NEXUS 5 D821 BLACK",22.4,67.2,3,0,3,,
AAA-M1-FF-1X-GOO-000001BLK000,1,,,200,"LG NEXUS 5X H798 BLACK",30.78,153.9,5,0,5,,"Google Nexus 5X H790 H791 H798 Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-GOO-000001BLK000-KZ,1,,,200,"LG NEXUS 5X H798 BLACK",30.78,153.9,5,0,5,,
AAA-M1-FF-1X-GOO-000001BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  LG NEXUS 5X H798 BLACK",30.78,153.9,5,0,5,,
AAA-M1-FF-1X-HTC-000001BLK000,1,,,200,"HTC 610 BLACK",16,384,24,0,24,,"HTC Desire 610 Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-HTC-000001BLK000-KZ,1,,,200,"HTC 610 BLACK",16,384,24,0,24,,"Touch Screen Digitizer+LCD+Frame Fused Assembly for Black HTC Desire 610 AT&T"
AAA-M1-FF-1X-HTC-000001BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  HTC 610 BLACK",16,384,24,0,24,,"HTC Desire 610 Digitizer + LCD + Frame Fused - Black + Main tool kit"
AAA-M1-FF-1X-HTC-000003GRY000,1,,,200,"HTC M9 GRAY",24.18,145.08,6,0,6,,"HTC One M9 Digitizer + LCD + Frame Fused - Charcoal Gray"
AAA-M1-FF-1X-HTC-000003GRY000-KZ,1,,,200,"HTC M9 GRAY",24.18,145.08,6,0,6,,"Touch Screen Digitizer Glass Panel+LCD Display Panel+Frame for Gray HTC ONE M9"
AAA-M1-FF-1X-HTC-000003GRY000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> HTC M9 GRAY",24.18,145.08,6,0,6,,"HTC One M9 Digitizer + LCD + Frame Fused - Silver + Main Tool Kit"
AAA-M1-FF-1X-HTC-000003SIL000,1,,,200,"HTC M9 SILVER",20.76,62.28,3,0,3,,"HTC One M9 Digitizer + LCD + Frame Fused - Silver"
AAA-M1-FF-1X-HTC-000003SIL000-KZ,1,,,200,"HTC M9 SILVER",20.76,62.28,3,0,3,,"Touch Screen Digitizer+LCD+Frame Fused Assembly Silver HTC One M9 5.0"" Sprint"
AAA-M1-FF-1X-HTC-000003SIL000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  HTC M9 SILVER",20.76,62.28,3,0,3,,"HTC One M9 Digitizer + LCD + Frame Fused - Silver + Main tool kit"
AAA-M1-FF-1X-HTC-000005BLK000,1,,,200,"HTC 816 BLACK",22.39,67.17,3,0,3,,"HTC Desire 8 816 D816 Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-HTC-000005BLK000-KZ,1,,,200,"HTC 816 BLACK",22.39,67.17,3,0,3,,"Touch Screen Digitizer+LCD with Frame Fused Assembly for Black HTC Desire 8 D816"
AAA-M1-FF-1X-HTC-000005BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  HTC 816 BLACK",22.39,67.17,3,0,3,,"HTC Desire 8 816 D816 Digitizer + LCD + Frame Fused - Black + Main tool kit"
AAA-M1-FF-1X-HTC-000006BLK000,1,,,200,"HTC 626 BLACK",18.99,94.95,5,0,5,,"HTC Desire 626 Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-HTC-000006BLK000-KZ,1,,,200,"HTC 626 BLACK",18.99,94.95,5,0,5,,
AAA-M1-FF-1X-HTC-000006BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  HTC 626 BLACK",18.99,94.95,5,0,5,,"HTC Desire 626 Digitizer + LCD + Frame Fused - Black + Main tool kit"
AAA-M1-FF-1X-HTC-000009BLK000,1,,,200,"HTC M8 GRAY",23.32,279.84,12,0,12,,"HTC One M8 5.0"" Digitizer + LCD + Bezel Frame Fused - Gunmetal Gray"
AAA-M1-FF-1X-HTC-000009BLK000-KZ,1,,,200,"HTC M8 GRAY",23.32,279.84,12,0,12,,"Touch Screen Digitizer Glass+LCD+Bezel Frame Assembly Black HTC One M8 5.0"""
AAA-M1-FF-1X-HTC-000009BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  HTC M8 GRAY",23.32,279.84,12,0,12,,"HTC One M8 5.0"" Digitizer + LCD + Bezel Frame Fused - Gunmetal Gray + Main tool kit"
AAA-M1-FF-1X-HTC-000010SIL000,1,,,200,"HTC M7 SILVER",18.31,439.44,24,0,24,,"HTC One M7 Digitizer + LCD + Frame Fused - Silver"
AAA-M1-FF-1X-HTC-000010SIL000-KZ,1,,,200,"HTC M7 SILVER",18.31,439.44,24,0,24,,"Touch Screen Digitizer Glass Panel+LCD Display+Frame Repair for White HTC One M7"
AAA-M1-FF-1X-HTC-000010SIL000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  HTC M7 SILVER",18.31,439.44,24,0,24,,"White Touch Screen Digitizer Glass+LCD Display+Frame Replacement HTC One M7+Tool"
AAA-M1-FF-1X-HTC-000011BLK000,1,,,200,"HTC DESIRE 510 BLACK",19.26,173.34,9,0,8,1,"HTC Desire 510 D510 Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-HTC-000011BLK000-KZ,1,,,200,"HTC DESIRE 510 BLACK",19.26,154.08,8,0,8,,
AAA-M1-FF-1X-HTC-000011BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  HTC DESIRE 510 BLACK",19.26,154.08,8,0,8,,"HTC Desire 510 D510 Touch Screen Digitizer Glass Panel+LCD Frame Assembly +Tools[Black Digitizer+LCD+Frame+Tools]"
AAA-M1-FF-1X-HTC-000011WHT000,1,,,200,"HTC DESIRE 510 WHITE",17.27,69.08,4,0,4,,"HTC Desire 510 D510 Digitizer + LCD + Frame Fused - White"
AAA-M1-FF-1X-HTC-000011WHT000-KZ,1,,,200,"HTC DESIRE 510 WHITE",17.27,69.08,4,0,4,,
AAA-M1-FF-1X-HTC-000011WHT000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  HTC DESIRE 510 WHITE",17.27,69.08,4,0,4,,"HTC Desire 510 D510 Touch Screen Digitizer Glass Panel+LCD Frame Assembly +Tools[White Digitizer+LCD+Frame+Tools]"
AAA-M1-FF-1X-HTC-000012BLK000,1,,,200,"HTC DESIRE 626S FRAME BLACK",19.35,19.35,1,0,1,,"HTC Desire 626S OPM9110 Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-HTC-000012BLK000-KZ,1,,,200,"HTC DESIRE 626S FRAME BLACK",19.35,19.35,1,0,1,,"HTC Desire 626S OPM9110 Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-HTC-000012BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  HTC DESIRE 626S BLACK",19.35,19.35,1,0,1,,"HTC Desire 626S OPM9110 Digitizer + LCD + Frame Fused - Black + Main tool kit"
AAA-M1-FF-1X-HTC-000012WHT000,1,,,200,"HTC DESIRE 626S WHITE",19.46,-19.46,-1,0,-1,,"HTC Desire 626S OPM9110 Digitizer + LCD + Frame Fused - White"
AAA-M1-FF-1X-HTC-000012WHT000-KZ,1,,,200,"HTC DESIRE 626S WHITE",19.46,-19.46,-1,0,-1,,
AAA-M1-FF-1X-HTC-000012WHT000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>  HTC DESIRE 626S WHITE",19.46,-19.46,-1,0,-1,,"HTC Desire 626S D626S OPM9110 Touch Digitizer Glass+LCD Frame Replacement+Tools[White Digitizer+LCD+Frame+Tools]"
AAA-M1-FF-1X-HTC-000013GLD000,1,,,200,"HTC ONE M9 GOLD",23.19,0,0,0,0,,"HTC One Hima M9 M9U M9W HTC6535LVW Digitizer + LCD + Frame Fused - Gold"
AAA-M1-FF-1X-HTC-000013GLD000-KZ,1,,,200,"HTC ONE M9 GOLD",23.19,0,0,0,0,,
AAA-M1-FF-1X-HTC-000013GLD000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>HTC ONE M9 GOLD",23.19,0,0,0,0,,
AAA-M1-FF-1X-LXG-000006BLK000,1,,,200,"LG LEON H320 BLACK",25.89,-25.89,-1,0,-1,,"LG Leon LG Tribute 2 C50 H320 H345 H340 H340N H340F H340AR H326T H340NH LS665 Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-LXG-000006BLK000-KZ,1,,,200,"LG LEON H320 BLACK",25.89,-25.89,-1,0,-1,,"Touch Screen Digitizer Glass+LCD+Frame Assembly for Black LG Leon C50 LTE MS345"
AAA-M1-FF-1X-LXG-000006BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> LG LEON H320 BLACK",25.89,-25.89,-1,0,-1,,"LG Leon H320 H345 H340 H340N H340F H340AR H326T H340NH C50 LTE MS345 Digitizer + LCD + Frame Fused - Black + Main tool kit"
AAA-M1-FF-1X-LXG-000006BLU000,1,,,200,"LG LEON H320 BLUE",24.35,0,0,0,0,,"LG Leon LG Tribute 2 C50 H320 H345 H340 H340N H340F H340AR H326T LS665 MS345 Digitizer + LCD + Frame Fused - Blue"
AAA-M1-FF-1X-LXG-000006BLU000-KZ,1,,,200,"LG LEON H320 BLUE",24.35,0,0,0,0,,"LG Leon LG Tribute 2 C50 H320 H345 H340 H340N H340F H340AR H326T LS665 MS345 Digitizer + LCD + Frame Fused - Blue + Main tool kit"
AAA-M1-FF-1X-LXG-000006BLU000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> LG LEON H320 BLUE",24.35,0,0,0,0,,"LG Leon LG Tribute 2 C50 H320 H345 H340 H340N H340F H340AR H326T LS665 MS345 Digitizer + LCD + Frame Fused - Blue + Main tool kit"
AAA-M1-FF-1X-LXG-000007BLK000,1,,,200,"LG MAGNA H500 VOLT BLACK",21.05,336.8,16,0,16,,"LG Magna H500 Volt 2 LS751 H520 G4 Compact Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-LXG-000007BLK000-KZ,1,,,200,"LG MAGNA H500 VOLT BLACK",21.05,336.8,16,0,16,,"Touch Screen Digitizer Glass Panel+LCD Display+Frame for Black LG G4 Compact"
AAA-M1-FF-1X-LXG-000007BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>LG MAGNA H500 VOLT BLACK",21.05,336.8,16,0,16,,"LG Magna H500 Volt 2 LS751 H520 G4 Compact Digitizer + LCD + Frame Fused - Black + Main tool kit"
AAA-M1-FF-1X-LXG-000008BLK000,1,,,200,"LG K7 K330 BLACK",21.78,0,0,0,0,,"LG K7 K330 T-Mobile Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-LXG-000008BLK000-KZ,1,,,200,"LG K7 K330 BLACK",21.78,0,0,0,0,,"Touch Screen Digitizer Glass Panel+LCD Display+Frame Black LG K7 K330 T-Mobile"
AAA-M1-FF-1X-LXG-000008BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>LG K7 K330 BLACK",21.78,0,0,0,0,,"LG K7 K330 T-Mobile Digitizer + LCD + Frame Fused - Black + Main tool kit"
AAA-M1-FF-1X-LXG-000012WHT000,1,,,200,"LG G3 S D722 WHITE",31.07,310.7,10,0,10,,"LG G3 S D722 D722V D724 D725 LS885 D722K Digitizer + LCD + Frame Fused - White"
AAA-M1-FF-1X-LXG-000012WHT000-KZ,1,,,200,"LG G3 S D722 WHITE",31.07,310.7,10,0,10,,"Touch Screen Digitizer Glass Panel+LCD Display+Frame Repair White LG G3 S D722"
AAA-M1-FF-1X-LXG-000012WHT000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>LG G3 S D722 WHITE",31.07,310.7,10,0,10,,"LG G3 S D722 D722V D724 D725 LS885 D722K Digitizer + LCD + Frame Fused - White + Main tool kit"
AAA-M1-FF-1X-LXG-000013BLK000,1,,,200,"LG LANCET VS820 BLACK",25,25,1,0,0,1,"LG Lancet VS820 VW820 Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-LXG-000013BLK000-KZ,1,,,200,"LG LANCET VS820 BLACK",25,0,0,0,0,,
AAA-M1-FF-1X-LXG-000013BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>LG LANCET VS820 BLACK",25,0,0,0,0,,"LG Lancet VS820 VW820 Touch Screen Digitizer Glass+LCD Frame Assembly Black+Tool[Opening Tools]"
AAA-M1-FF-1X-LXG-000015BLK000,1,,,200,"LG STYLO G4 LS770 BLACK",45.2,0,0,0,0,,"LG G STYLO G4 F560k H540 H542 H542TR H631 H631TN H634 H635 H636 MS631 LS770 P1s Digitizer + LCD Frame Fused - Black (Big IC)"
AAA-M1-FF-1X-LXG-000015BLK000-KZ,1,,,200,"LG STYLO G4 LS770 BLACK",45.2,0,0,0,0,,
AAA-M1-FF-1X-LXG-000015BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>LG STYLO G4 LS770 BLACK",45.2,0,0,0,0,,"LG G STYLO G4 F560k H540 H542 H542TR H631 H631TN H634 H635 H636 MS631 LS770 P1s Digitizer + LCD Frame Fused - Black (Big IC) + Main tool kit"
AAA-M1-FF-1X-LXG-000016GRY000,1,,,200,"LG ESCAPE 2 C70 H440",17.1,0,0,0,0,,"LG Spirit Escape 2 4G LTE C70 H420 H422 H440 H440N H440Y H441 H442 H443 H445 US550 Digitizer + LCD + Frame Fused - Gray"
AAA-M1-FF-1X-LXG-000016GRY000-KZ,1,,,200,"LG ESCAPE 2 C70 H440",17.1,0,0,0,0,,
AAA-M1-FF-1X-LXG-000016GRY000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>LG ESCAPE 2 C70 H440",17.1,0,0,0,0,,
AAA-M1-FF-1X-LXG-000017WHT000,1,,,200,"LG G2 D800 WHITE",24.39,195.12,8,0,8,,"LG G2 D800 D801 D803  Digitizer + LCD + Frame Fused - White"
AAA-M1-FF-1X-LXG-000017WHT000-KZ,1,,,200,"LG G2 D800 WHITE",24.39,195.12,8,0,8,,
AAA-M1-FF-1X-LXG-000017WHT000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span>LG G2 D800 WHITE",24.39,195.12,8,0,8,,
AAA-M1-FF-1X-LXG-000018BLK000,1,,,,,38.19,0,0,0,0,,"LG X Power X3 K220 K220H K220T K220DS K450 LS755 US610 Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-LXG-000018BLK000-OHT,1,,,,,38.19,0,0,0,0,,
AAA-M1-FF-1X-LXG-000019BLK000,1,,,,,78.97,0,0,0,0,,"LG V20 H910 H915 H918 LS997 US996 VS995 Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-LXG-000019BLK000-OHT,1,,,,,78.97,0,0,0,0,,
AAA-M1-FF-1X-LXG-000020BLK000,1,,,,,43.61,0,0,0,0,,"LG G5 H820 H830 LS992 RS998 US992 VS987 Digitzer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-LXG-000020BLK000-OHT,1,,,,,43.61,0,0,0,0,,
AAA-M1-FF-1X-MOT-000002BLK000,1,,,200,"MOTO G XT1032 BLACK",17.39,17.39,1,0,1,,"Motorola Moto G XT1032 XT1036 Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-MOT-000002BLK000-KZ,1,,,200,"MOTO G XT1032 BLACK",17.39,17.39,1,0,1,,"Touch Screen Glass Digitizer+LCD+Frame Assembly for Black Motorola Moto G XT1032"
AAA-M1-FF-1X-MOT-000002BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> MOTO G XT1032 BLACK",17.39,17.39,1,0,1,,"Motorola Moto G XT1032 XT1036 Digitizer + LCD + Frame Fused - Black + Main tool kit"
AAA-M1-FF-1X-MOT-000003BLK000,1,,,200,"MOTO MINI XT1030 BLACK",13.92,-13.92,-1,0,-1,,"Motorola DROID Mini XT1030 Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-MOT-000003BLK000-KZ,1,,,200,"MOTO MINI XT1030 BLACK",13.92,-13.92,-1,0,-1,,"Touch Screen Glass Digitizer+LCD+Frame Fused Assembly Motorola DROID Mini XT1030"
AAA-M1-FF-1X-MOT-000003BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> MOTO MINI XT1030 BLACK",13.92,-13.92,-1,0,-1,,"Motorola DROID Mini XT1030 Digitizer + LCD + Frame Fused - Black + Main tool kit"
AAA-M1-FF-1X-MOT-000004WHT000,1,,,200,"MOTO X XT1056 WHITE",32.66,130.64,4,0,4,,"Motorola Moto X XT1056 XT1058 XT1060 Digitzer + LCD + Frame Fused - White"
AAA-M1-FF-1X-MOT-000004WHT000-KZ,1,,,200,"MOTO X XT1056 WHITE",32.66,130.64,4,0,4,,"Touch Screen Digitizer+LCD+Frame Fused Assembly White Motorola Moto X XT1060"
AAA-M1-FF-1X-MOT-000004WHT000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> MOTO X XT1056 WHITE",32.66,130.64,4,0,4,,"Motorola Moto X XT1056 XT1058 XT1060 Digitzer + LCD + Frame Fused - White + Main tool kit"
AAA-M1-FF-1X-MOT-000007BLK000,1,,,200,"MOTO G XT 1063 BLACK",13.6,190.4,14,0,14,,"Motorola Moto G2 G 2 XT1063 XT1064 XT1068 Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-MOT-000007BLK000-KZ,1,,,200,"MOTO G XT 1063 BLACK",13.6,190.4,14,0,14,,
AAA-M1-FF-1X-MOT-000007BLK000-OHT,1,,,200,"<span style=""font-size: 14pt; font-family: Impact; color: #DF3A01"">TOOLS</span> MOTO G XT 1063 BLACK",13.6,190.4,14,0,14,,"Motorola Moto G2 G 2 XT1063 XT1064 XT1068 Digitizer + LCD + Frame Fused - Black + Main tool kit"
AAA-M1-FF-1X-MOT-000010BLK000,1,,,200,"MOTO XPLAY MAXX 2 XT1561 XT1565 BLACK",21.88,0,0,0,0,,"Motorola Droid Maxx 2 X Play XT1561 XT1562 XT1564 XT1565 Digitizer + LCD + Frame Fused - Black"
AAA-M1-FF-1X-MOT-000010BLK000-KZ,1,,,200,"MOTO XPLAY MAXX 2 XT1561 BLACK",21.88,0,0,0,0,,"Touch Screen Digitizer+LCD Display+Frame Motorola Droid X Play XT1561"
